Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h)
-82.96,42.28,WINDSOR,6139525,12/2/2013,2013,12,2,3.8,-2.7,0.6,17.4,0,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139525,12/3/2013,2013,12,3,4.4,-2.7,0.9,17.1,0,2,0,2,0,,<31
-82.96,42.28,WINDSOR,6139525,12/4/2013,2013,12,4,14.2,3.7,9,9,0,0.2,0,0.2,0,17,39
-82.96,42.28,WINDSOR,6139525,12/5/2013,2013,12,5,14.5,6,10.3,7.7,0,0,0,0,0,24,63
-82.96,42.28,WINDSOR,6139525,12/6/2013,2013,12,6,0,-5.6,-2.8,20.8,0,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139525,12/7/2013,2013,12,7,-2.9,-8.3,-5.6,23.6,0,0,0,0,0,31,32
-82.96,42.28,WINDSOR,6139525,12/8/2013,2013,12,8,-0.7,-8.9,-4.8,22.8,0,0,1.2,1.2,0,8,35
-82.96,42.28,WINDSOR,6139525,12/9/2013,2013,12,9,-0.6,-6.4,-3.5,21.5,0,0,1,1,1,26,54
-82.96,42.28,WINDSOR,6139525,12/10/2013,2013,12,10,-4.7,-9.7,-7.2,25.2,0,0,0,0,1,,
-82.96,42.28,WINDSOR,6139525,12/11/2013,2013,12,11,-3.8,-12.7,-8.3,26.3,0,0,2.4,1.2,0,30,39
-82.96,42.28,WINDSOR,6139525,12/12/2013,2013,12,12,-7.1,-13.5,-10.3,28.3,0,0,0.6,0.4,2,24,41
-82.96,42.28,WINDSOR,6139525,12/13/2013,2013,12,13,-1.7,-7.7,-4.7,22.7,0,0,0,0,1,,<31
-82.96,42.28,WINDSOR,6139525,12/14/2013,2013,12,14,-5.2,-8,-6.6,24.6,0,0,24.4,20.6,5,7,48
-82.96,42.28,WINDSOR,6139525,12/15/2013,2013,12,15,-3.5,-9.8,-6.7,24.7,0,0,4,1.6,19,29,54
-82.96,42.28,WINDSOR,6139525,12/16/2013,2013,12,16,-7.4,-13.8,-10.6,28.6,0,0,2.8,2.4,20,,<31
-82.96,42.28,WINDSOR,6139525,12/17/2013,2013,12,17,-3.8,-9.2,-6.5,24.5,0,0,1.4,0.8,21,21,48
-82.96,42.28,WINDSOR,6139525,12/18/2013,2013,12,18,-0.8,-5.8,-3.3,21.3,0,0,0.2,0.2,19,23,39
-82.96,42.28,WINDSOR,6139525,12/19/2013,2013,12,19,4.7,-2.6,1.1,16.9,0,0.2,0,0.2,15,,<31
-82.96,42.28,WINDSOR,6139525,12/20/2013,2013,12,20,4.8,0.5,2.7,15.3,0,8.4,0,8.4,9,,<31
-82.96,42.28,WINDSOR,6139525,12/21/2013,2013,12,21,1.7,0.3,1,17,0,34.8,0,34.8,2,4,48
-82.96,42.28,WINDSOR,6139525,12/22/2013,2013,12,22,4.4,0.4,2.4,15.6,0,7.4,0,7.4,0,26,61
-82.96,42.28,WINDSOR,6139525,12/23/2013,2013,12,23,1.9,-5.2,-1.7,19.7,0,0,0.8,0.8,0,27,44
-82.96,42.28,WINDSOR,6139525,12/24/2013,2013,12,24,-5,-10.8,-7.9,25.9,0,0,0.4,0.4,0,32,41
-82.96,42.28,WINDSOR,6139525,12/25/2013,2013,12,25,-3.2,-10.6,-6.9,24.9,0,0,1.6,0.8,0,18,35
-82.96,42.28,WINDSOR,6139525,12/26/2013,2013,12,26,-1.4,-4,-2.7,20.7,0,0,6.6,3.4,4,29,46
-82.96,42.28,WINDSOR,6139525,12/27/2013,2013,12,27,3.7,-2.5,0.6,17.4,0,0,0.2,0,6,,<31
-82.96,42.28,WINDSOR,6139525,12/28/2013,2013,12,28,7.4,1,4.2,13.8,0,0,0,0,0,24,39
-82.96,42.28,WINDSOR,6139525,12/29/2013,2013,12,29,6.3,-5.5,0.4,17.6,0,0,0.2,0,0,35,41
-82.96,42.28,WINDSOR,6139525,12/30/2013,2013,12,30,-5.5,-8.3,-6.9,24.9,0,0,0.4,0,0,34,39
-82.96,42.28,WINDSOR,6139525,12/31/2013,2013,12,31,-5.7,-9.1,-7.4,25.4,0,0,6,3,3,28,44
-82.96,42.28,WINDSOR,6139525,1/1/2014,2014,1,1,-8.2,-11.2,-9.7,27.7,0,0,16,9.8,5,5,35
-82.96,42.28,WINDSOR,6139525,1/2/2014,2014,1,2,-9.7,-15.2,-12.5,30.5,0,0,16.2,9,13,4,56
-82.96,42.28,WINDSOR,6139525,1/3/2014,2014,1,3,-10.3,-18,-14.2,32.2,0,0,0,0,17,20,44
-82.96,42.28,WINDSOR,6139525,1/4/2014,2014,1,4,-0.7,-10.8,-5.8,23.8,0,0,0,0,17,21,48
-82.96,42.28,WINDSOR,6139525,1/5/2014,2014,1,5,0.6,-6.3,-2.9,20.9,0,0,14.8,19.4,11,32,54
-82.96,42.28,WINDSOR,6139525,1/6/2014,2014,1,6,-6.2,-25.2,-15.7,33.7,0,0,0.8,0.6,22,25,61
-82.96,42.28,WINDSOR,6139525,1/7/2014,2014,1,7,-17.4,-25.1,-21.3,39.3,0,0,0,0,20,24,56
-82.96,42.28,WINDSOR,6139525,1/8/2014,2014,1,8,-8.3,-18.7,-13.5,31.5,0,0,0,0,18,,<31
-82.96,42.28,WINDSOR,6139525,1/9/2014,2014,1,9,-2.9,-20.2,-11.6,29.6,0,0,1,1,16,,<31
-82.96,42.28,WINDSOR,6139525,1/10/2014,2014,1,10,4,-2.9,0.6,17.4,0,6.6,1,6.8,15,,<31
-82.96,42.28,WINDSOR,6139525,1/11/2014,2014,1,11,7.9,1.5,4.7,13.3,0,5.8,0,5.8,3,25,50
-82.96,42.28,WINDSOR,6139525,1/12/2014,2014,1,12,2.8,0.4,1.6,16.4,0,0,0,0,1,29,50
-82.96,42.28,WINDSOR,6139525,1/13/2014,2014,1,13,6.7,2.2,4.5,13.5,0,0,0,0,0,21,41
-82.96,42.28,WINDSOR,6139525,1/14/2014,2014,1,14,3.6,-2.3,0.7,17.3,0,0,0,0,0,25,59
-82.96,42.28,WINDSOR,6139525,1/15/2014,2014,1,15,-0.9,-6.4,-3.7,21.7,0,0,2.6,1.4,0,23,56
-82.96,42.28,WINDSOR,6139525,1/16/2014,2014,1,16,-2.2,-6.7,-4.5,22.5,0,0,8.4,6,2,19,46
-82.96,42.28,WINDSOR,6139525,1/17/2014,2014,1,17,0.1,-7.8,-3.9,21.9,0,0,4,2.8,9,23,35
-82.96,42.28,WINDSOR,6139525,1/18/2014,2014,1,18,-7,-13.7,-10.4,28.4,0,0,0,0,9,,
-82.96,42.28,WINDSOR,6139525,1/19/2014,2014,1,19,-1.8,-9.9,-5.9,23.9,0,0,0.2,0.2,8,,
-82.96,42.28,WINDSOR,6139525,1/20/2014,2014,1,20,0,-11,-5.5,23.5,0,0.2,2.8,1.4,4,36,33
-82.96,42.28,WINDSOR,6139525,1/21/2014,2014,1,21,-11,-16.7,-13.9,31.9,0,0,0,0,5,36,33
-82.96,42.28,WINDSOR,6139525,1/22/2014,2014,1,22,-11.6,-18.4,-15,33,0,0,3,1.4,5,,<31
-82.96,42.28,WINDSOR,6139525,1/23/2014,2014,1,23,-9.2,-15.5,-12.4,30.4,0,0,0.6,0.4,6,,<31
-82.96,42.28,WINDSOR,6139525,1/24/2014,2014,1,24,-7.9,-18,-13,31,0,0,2.4,1.8,6,22,69
-82.96,42.28,WINDSOR,6139525,1/25/2014,2014,1,25,-2.1,-14.1,-8.1,26.1,0,0,4.6,2.8,7,23,59
-82.96,42.28,WINDSOR,6139525,1/26/2014,2014,1,26,-2.2,-15.3,-8.8,26.8,0,0,8.2,5,5,31,48
-82.96,42.28,WINDSOR,6139525,1/27/2014,2014,1,27,-5.2,-19.4,-12.3,30.3,0,0,4.2,2.2,12,30,57
-82.96,42.28,WINDSOR,6139525,1/28/2014,2014,1,28,-14,-22.5,-18.3,36.3,0,0,0,0,10,24,39
-82.96,42.28,WINDSOR,6139525,1/29/2014,2014,1,29,-8.5,-18.9,-13.7,31.7,0,0,0,0,8,25,50
-82.96,42.28,WINDSOR,6139525,1/30/2014,2014,1,30,-1.8,-12.1,-7,25,0,0,2.4,1.6,7,23,56
-82.96,42.28,WINDSOR,6139525,1/31/2014,2014,1,31,1.7,-2.1,-0.2,18.2,0,0,0.4,0.2,7,23,32
-82.96,42.28,WINDSOR,6139525,2/1/2014,2014,2,1,2.1,-2.7,-0.3,18.3,0,10.8,11.8,19.8,7,,<31
-82.96,42.28,WINDSOR,6139525,2/2/2014,2014,2,2,-1.9,-6.8,-4.4,22.4,0,0,0,0,7,,<31
-82.96,42.28,WINDSOR,6139525,2/3/2014,2014,2,3,-4.7,-11.7,-8.2,26.2,0,0,0,0,6,,<31
-82.96,42.28,WINDSOR,6139525,2/4/2014,2014,2,4,-5.5,-12,-8.8,26.8,0,0,2.8,1.8,6,4,39
-82.96,42.28,WINDSOR,6139525,2/5/2014,2014,2,5,-4.3,-12.6,-8.5,26.5,0,0,14,12,11,4,54
-82.96,42.28,WINDSOR,6139525,2/6/2014,2014,2,6,-6.7,-16.2,-11.5,29.5,0,0,0,0,15,24,46
-82.96,42.28,WINDSOR,6139525,2/7/2014,2014,2,7,-11.8,-19.1,-15.5,33.5,0,0,0,0,15,24,41
-82.96,42.28,WINDSOR,6139525,2/8/2014,2014,2,8,-7.9,-16.6,-12.3,30.3,0,0,2.2,1.4,14,,<31
-82.96,42.28,WINDSOR,6139525,2/9/2014,2014,2,9,-4.5,-10.9,-7.7,25.7,0,0,4.4,2.6,17,31,32
-82.96,42.28,WINDSOR,6139525,2/10/2014,2014,2,10,-6.3,-11.8,-9.1,27.1,0,0,0,0,17,,<31
-82.96,42.28,WINDSOR,6139525,2/11/2014,2014,2,11,-9.9,-19.9,-14.9,32.9,0,0,1.2,0.4,13,,<31
-82.96,42.28,WINDSOR,6139525,2/12/2014,2014,2,12,-7.7,-23.3,-15.5,33.5,0,0,0,0,13,,<31
-82.96,42.28,WINDSOR,6139525,2/13/2014,2014,2,13,-4.7,-12.5,-8.6,26.6,0,0,0,0,12,,<31
-82.96,42.28,WINDSOR,6139525,2/14/2014,2014,2,14,-1.2,-6.8,-4,22,0,0,1.6,0.2,13,27,39
-82.96,42.28,WINDSOR,6139525,2/15/2014,2014,2,15,-5,-12.9,-9,27,0,0,0,0,13,34,32
-82.96,42.28,WINDSOR,6139525,2/16/2014,2014,2,16,-4.6,-17.3,-11,29,0,0,3.6,2,12,,<31
-82.96,42.28,WINDSOR,6139525,2/17/2014,2014,2,17,-1.6,-19.1,-10.4,28.4,0,0,8.4,7.2,15,11,52
-82.96,42.28,WINDSOR,6139525,2/18/2014,2014,2,18,3.7,-6.3,-1.3,19.3,0,0,2.8,1.8,23,26,50
-82.96,42.28,WINDSOR,6139525,2/19/2014,2014,2,19,7.2,-1.8,2.7,15.3,0,0,0.2,0.2,17,31,46
-82.96,42.28,WINDSOR,6139525,2/20/2014,2014,2,20,10.3,-2.8,3.8,14.2,0,16.9,3.2,20.4,10,20,54
-82.96,42.28,WINDSOR,6139525,2/21/2014,2014,2,21,8.8,0.2,4.5,13.5,0,0,0,0,8,24,83
-82.96,42.28,WINDSOR,6139525,2/22/2014,2014,2,22,3.5,0,1.8,16.2,0,0,0,0,5,23,65
-82.96,42.28,WINDSOR,6139525,2/23/2014,2014,2,23,0.9,-6.2,-2.7,20.7,0,0,0,0,4,28,50
-82.96,42.28,WINDSOR,6139525,2/24/2014,2014,2,24,-3.5,-8.2,-5.9,23.9,0,0,0.6,0.2,4,27,48
-82.96,42.28,WINDSOR,6139525,2/25/2014,2014,2,25,-4.2,-10.2,-7.2,25.2,0,0,0.6,0.2,4,26,44
-82.96,42.28,WINDSOR,6139525,2/26/2014,2014,2,26,-9.1,-13.6,-11.4,29.4,0,0,0,0,3,24,48
-82.96,42.28,WINDSOR,6139525,2/27/2014,2014,2,27,-9.4,-16,-12.7,30.7,0,0,0.6,0.2,3,30,56
-82.96,42.28,WINDSOR,6139525,2/28/2014,2014,2,28,-8,-18,-13,31,0,0,0,0,3,,<31
-82.96,42.28,WINDSOR,6139525,3/1/2014,2014,3,1,-0.4,-8.5,-4.5,22.5,0,0,9.4,8.8,3,,<31
-82.96,42.28,WINDSOR,6139525,3/2/2014,2014,3,2,-8.4,-15.7,-12.1,30.1,0,0,5.6,3,7,4,39
-82.96,42.28,WINDSOR,6139525,3/3/2014,2014,3,3,-12.3,-17.5,-14.9,32.9,0,0,0,0,12,,<31
-82.96,42.28,WINDSOR,6139525,3/4/2014,2014,3,4,-7.9,-17.2,-12.6,30.6,0,0,0,0,10,,<31
-82.96,42.28,WINDSOR,6139525,3/5/2014,2014,3,5,-5.6,-12.5,-9.1,27.1,0,0,0,0,10,,<31
-82.96,42.28,WINDSOR,6139525,3/6/2014,2014,3,6,-5.4,-13.6,-9.5,27.5,0,0,0,0,10,,<31
-82.96,42.28,WINDSOR,6139525,3/7/2014,2014,3,7,4.4,-11.5,-3.6,21.6,0,0,0,0,9,,<31
-82.96,42.28,WINDSOR,6139525,3/8/2014,2014,3,8,2.3,-4.8,-1.3,19.3,0,3.4,1.2,4.6,4,,<31
-82.96,42.28,WINDSOR,6139525,3/9/2014,2014,3,9,3,-6.9,-2,20,0,0,0,0,4,25,46
-82.96,42.28,WINDSOR,6139525,3/10/2014,2014,3,10,7.8,2.3,5.1,12.9,0,0,0,0,3,24,48
-82.96,42.28,WINDSOR,6139525,3/11/2014,2014,3,11,11.6,0.3,6,12,0,3.2,0,3.2,2,4,46
-82.96,42.28,WINDSOR,6139525,3/12/2014,2014,3,12,0.7,-12.4,-5.9,23.9,0,0,16.8,14.8,5,36,65
-82.96,42.28,WINDSOR,6139525,3/13/2014,2014,3,13,-4,-14.8,-9.4,27.4,0,0,0,0,10,21,32
-82.96,42.28,WINDSOR,6139525,3/14/2014,2014,3,14,11.6,-4.1,3.8,14.2,0,0,0,0,7,23,63
-82.96,42.28,WINDSOR,6139525,3/15/2014,2014,3,15,4.8,-5,-0.1,18.1,0,0,0,0,0,31,48
-82.96,42.28,WINDSOR,6139525,3/16/2014,2014,3,16,-4.4,-11.2,-7.8,25.8,0,0,0,0,0,6,44
-82.96,42.28,WINDSOR,6139525,3/17/2014,2014,3,17,-1.4,-11.7,-6.6,24.6,0,0,0,0,0,7,32
-82.96,42.28,WINDSOR,6139525,3/18/2014,2014,3,18,6.5,-5.4,0.6,17.4,0,0,0,0,0,11,35
-82.96,42.28,WINDSOR,6139525,3/19/2014,2014,3,19,9.5,1.5,5.5,12.5,0,2.6,0,2.6,0,27,59
-82.96,42.28,WINDSOR,6139525,3/20/2014,2014,3,20,3.5,-1.4,1.1,16.9,0,0,0,0,0,28,52
-82.96,42.28,WINDSOR,6139525,3/21/2014,2014,3,21,4.3,-4.5,-0.1,18.1,0,0.8,0,0.8,0,34,33
-82.96,42.28,WINDSOR,6139525,3/22/2014,2014,3,22,4.4,-4.4,0,18,0,1.6,0,1.6,0,33,48
-82.96,42.28,WINDSOR,6139525,3/23/2014,2014,3,23,-1.9,-8.6,-5.3,23.3,0,0,0,0,0,35,37
-82.96,42.28,WINDSOR,6139525,3/24/2014,2014,3,24,-0.7,-8.3,-4.5,22.5,0,0,0,0,0,27,37
-82.96,42.28,WINDSOR,6139525,3/25/2014,2014,3,25,0.6,-8.7,-4.1,22.1,0,0,3.4,2.4,0,30,52
-82.96,42.28,WINDSOR,6139525,3/26/2014,2014,3,26,-0.5,-10.5,-5.5,23.5,0,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139525,3/27/2014,2014,3,27,6.3,-2.2,2.1,15.9,0,2.8,0,2.8,0,20,41
-82.96,42.28,WINDSOR,6139525,3/28/2014,2014,3,28,10.8,2,6.4,11.6,0,0,0,0,0,25,63
-82.96,42.28,WINDSOR,6139525,3/29/2014,2014,3,29,2.5,-0.8,0.9,17.1,0,0,0,0,0,2,50
-82.96,42.28,WINDSOR,6139525,3/30/2014,2014,3,30,8.6,-2.9,2.9,15.1,0,0,0,0,0,35,32
-82.96,42.28,WINDSOR,6139525,3/31/2014,2014,3,31,12.9,-2.2,5.4,12.6,0,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139525,4/1/2014,2014,4,1,17.4,4,10.7,7.3,0,0,0,0,0,24,69
-82.96,42.28,WINDSOR,6139525,4/2/2014,2014,4,2,12.8,1.8,7.3,10.7,0,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139525,4/3/2014,2014,4,3,3.6,0.9,2.3,15.7,0,8.2,0,8.2,0,9,46
-82.96,42.28,WINDSOR,6139525,4/4/2014,2014,4,4,9.7,1.6,5.7,12.3,0,5.6,0,5.6,0,28,65
-82.96,42.28,WINDSOR,6139525,4/5/2014,2014,4,5,9.7,-0.1,4.8,13.2,0,0,0,0,0,29,52
-82.96,42.28,WINDSOR,6139525,4/6/2014,2014,4,6,11,-2.6,4.2,13.8,0,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139525,4/7/2014,2014,4,7,9.6,-0.7,4.5,13.5,0,12.2,0,12.2,0,,<31
-82.96,42.28,WINDSOR,6139525,4/8/2014,2014,4,8,15.7,3.7,9.7,8.3,0,2.2,0,2.2,0,31,32
-82.96,42.28,WINDSOR,6139525,4/9/2014,2014,4,9,13.5,3,8.3,9.7,0,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139525,4/10/2014,2014,4,10,20.7,7.1,13.9,4.1,0,1,0,1,0,21,69
-82.96,42.28,WINDSOR,6139525,4/11/2014,2014,4,11,17.4,5.2,11.3,6.7,0,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139525,4/12/2014,2014,4,12,20.5,5.3,12.9,5.1,0,1.2,0,1.2,0,19,37
-82.96,42.28,WINDSOR,6139525,4/13/2014,2014,4,13,24.4,8.2,16.3,1.7,0,0,0,0,0,23,56
-82.96,42.28,WINDSOR,6139525,4/14/2014,2014,4,14,19.8,-0.7,9.6,8.4,0,5.2,1.6,6.8,0,23,78
-82.96,42.28,WINDSOR,6139525,4/15/2014,2014,4,15,1.6,-3.1,-0.8,18.8,0,0,2.2,2.6,4,33,48
-82.96,42.28,WINDSOR,6139525,4/16/2014,2014,4,16,4.3,-4.8,-0.3,18.3,0,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139525,4/17/2014,2014,4,17,16.9,-1.2,7.9,10.1,0,0,0,0,0,17,35
-82.96,42.28,WINDSOR,6139525,4/18/2014,2014,4,18,15.3,2.9,9.1,8.9,0,0,0,0,0,4,44
-82.96,42.28,WINDSOR,6139525,4/19/2014,2014,4,19,12.6,0.6,6.6,11.4,0,0,0,0,0,4,39
-82.96,42.28,WINDSOR,6139525,4/20/2014,2014,4,20,21.2,2.5,11.9,6.1,0,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139525,4/21/2014,2014,4,21,24.4,5.5,15,3,0,1.6,0,1.6,0,25,44
-82.96,42.28,WINDSOR,6139525,4/22/2014,2014,4,22,16.3,4.7,10.5,7.5,0,1,0,1,0,32,56
-82.96,42.28,WINDSOR,6139525,4/23/2014,2014,4,23,12.1,3.4,7.8,10.2,0,0,0,0,0,34,35
-82.96,42.28,WINDSOR,6139525,4/24/2014,2014,4,24,12.5,1.8,7.2,10.8,0,0,0,0,0,12,37
-82.96,42.28,WINDSOR,6139525,4/25/2014,2014,4,25,10.1,5.6,7.9,10.1,0,2.6,0,2.6,0,31,44
-82.96,42.28,WINDSOR,6139525,4/26/2014,2014,4,26,13,3.1,8.1,9.9,0,0,0,0,0,5,39
-82.96,42.28,WINDSOR,6139525,4/27/2014,2014,4,27,11.8,1.2,6.5,11.5,0,0,0,0,0,7,37
-82.96,42.28,WINDSOR,6139525,4/28/2014,2014,4,28,11.1,6.9,9,9,0,1,0,1,0,8,59
-82.96,42.28,WINDSOR,6139525,4/29/2014,2014,4,29,23,7.6,15.3,2.7,0,19.2,0,19.2,0,14,61
-82.96,42.28,WINDSOR,6139525,4/30/2014,2014,4,30,16.9,9.8,13.4,4.6,0,1.2,0,1.2,0,15,41
-82.96,42.28,WINDSOR,6139525,5/1/2014,2014,5,1,12.6,7.2,9.9,8.1,0,0.2,0,0.2,0,25,52
-82.96,42.28,WINDSOR,6139525,5/2/2014,2014,5,2,13.8,7.9,10.9,7.1,0,0.4,0,0.4,0,27,44
-82.96,42.28,WINDSOR,6139525,5/3/2014,2014,5,3,16.6,8.5,12.6,5.4,0,2.2,0,2.2,0,27,59
-82.96,42.28,WINDSOR,6139525,5/4/2014,2014,5,4,14.6,5.6,10.1,7.9,0,0,0,0,0,31,57
-82.96,42.28,WINDSOR,6139525,5/5/2014,2014,5,5,11.8,3.8,7.8,10.2,0,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139525,5/6/2014,2014,5,6,14.9,3.6,9.3,8.7,0,0,0,0,0,5,39
-82.96,42.28,WINDSOR,6139525,5/7/2014,2014,5,7,15.5,5.9,10.7,7.3,0,9.2,0,9.2,0,9,37
-82.96,42.28,WINDSOR,6139525,5/8/2014,2014,5,8,28.9,9.2,19.1,0,1.1,0,0,0,0,20,37
-82.96,42.28,WINDSOR,6139525,5/9/2014,2014,5,9,25.9,15.8,20.9,0,2.9,0.4,0,0.4,0,21,57
-82.96,42.28,WINDSOR,6139525,5/10/2014,2014,5,10,22.7,12,17.4,0.6,0,0,0,0,0,28,52
-82.96,42.28,WINDSOR,6139525,5/11/2014,2014,5,11,24.7,8.2,16.5,1.5,0,0,0,0,0,18,33
-82.96,42.28,WINDSOR,6139525,5/12/2014,2014,5,12,21.9,17,19.5,0,1.5,24.4,0,24.4,0,14,41
-82.96,42.28,WINDSOR,6139525,5/13/2014,2014,5,13,28.6,16.9,22.8,0,4.8,12.4,0,12.4,0,28,54
-82.96,42.28,WINDSOR,6139525,5/14/2014,2014,5,14,16.9,9.7,13.3,4.7,0,7.6,0,7.6,0,5,33
-82.96,42.28,WINDSOR,6139525,5/15/2014,2014,5,15,17.4,6.5,12,6,0,22.4,0,22.4,0,23,48
-82.96,42.28,WINDSOR,6139525,5/16/2014,2014,5,16,12.2,3.1,7.7,10.3,0,0.8,0,0.8,0,,<31
-82.96,42.28,WINDSOR,6139525,5/17/2014,2014,5,17,13.8,7,10.4,7.6,0,0,0,0,0,23,41
-82.96,42.28,WINDSOR,6139525,5/18/2014,2014,5,18,18.1,5.5,11.8,6.2,0,0,0,0,0,23,46
-82.96,42.28,WINDSOR,6139525,5/19/2014,2014,5,19,20.5,8.7,14.6,3.4,0,0,0,0,0,23,32
-82.96,42.28,WINDSOR,6139525,5/20/2014,2014,5,20,21.3,12.5,16.9,1.1,0,2,0,2,0,15,39
-82.96,42.28,WINDSOR,6139525,5/21/2014,2014,5,21,28.4,13.4,20.9,0,2.9,2.8,0,2.8,0,,<31
-82.96,42.28,WINDSOR,6139525,5/22/2014,2014,5,22,22,11.6,16.8,1.2,0,0,0,0,0,32,37
-82.96,42.28,WINDSOR,6139525,5/23/2014,2014,5,23,19.4,10.7,15.1,2.9,0,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139525,5/24/2014,2014,5,24,24.5,10.8,17.7,0.3,0,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139525,5/25/2014,2014,5,25,26.8,14.4,20.6,0,2.6,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139525,5/26/2014,2014,5,26,28.8,15.6,22.2,0,4.2,0,0,0,0,26,33
-82.96,42.28,WINDSOR,6139525,5/27/2014,2014,5,27,27.4,18.4,22.9,0,4.9,58.2,0,58.2,0,29,91
-82.96,42.28,WINDSOR,6139525,5/28/2014,2014,5,28,19.2,12.9,16.1,1.9,0,17.2,0,17.2,0,,<31
-82.96,42.28,WINDSOR,6139525,5/29/2014,2014,5,29,21.9,12.1,17,1,0,0,0,0,0,6,33
-82.96,42.28,WINDSOR,6139525,5/30/2014,2014,5,30,25.1,11.8,18.5,0,0.5,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139525,5/31/2014,2014,5,31,24.8,13.8,19.3,0,1.3,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139525,6/1/2014,2014,6,1,28,12.5,20.3,0,2.3,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139525,6/2/2014,2014,6,2,29.1,19.9,24.5,0,6.5,2,0,2,0,22,57
-82.96,42.28,WINDSOR,6139525,6/3/2014,2014,6,3,28.4,17.7,23.1,0,5.1,0.2,0,0.2,0,,
-82.96,42.28,WINDSOR,6139525,6/4/2014,2014,6,4,20.4,13.3,16.9,1.1,0,5.2,0,5.2,0,,<31
-82.96,42.28,WINDSOR,6139525,6/5/2014,2014,6,5,23.3,11.9,17.6,0.4,0,0,0,0,0,33,35
-82.96,42.28,WINDSOR,6139525,6/6/2014,2014,6,6,25.5,10.7,18.1,0,0.1,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139525,6/7/2014,2014,6,7,26.5,12.8,19.7,0,1.7,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139525,6/8/2014,2014,6,8,22.4,15.2,18.8,0,0.8,3.2,0,3.2,0,5,33
